Instance,Bound,Incumbent
scanalyzer-opt11-strips-p01,12.0,12.0
scanalyzer-opt11-strips-p02,20.0,20.0
scanalyzer-opt11-strips-p03,22.0,22.0
scanalyzer-opt11-strips-p04,24.0,24.0
scanalyzer-opt11-strips-p05,30.0,30.0
scanalyzer-opt11-strips-p06,27.0,27.0
scanalyzer-opt11-strips-p07,54.0,54.0
scanalyzer-opt11-strips-p08,36.0,36.0
scanalyzer-opt11-strips-p09,42.0,42.0
scanalyzer-opt11-strips-p10,48.0,48.0
scanalyzer-opt11-strips-p11,24.0,24.0
scanalyzer-opt11-strips-p12,30.0,30.0
scanalyzer-opt11-strips-p13,28.0,28.0
scanalyzer-opt11-strips-p14,26.0,26.0
scanalyzer-opt11-strips-p15,34.0,34.0
scanalyzer-opt11-strips-p16,41.0,41.0
scanalyzer-opt11-strips-p17,48.0,48.0
scanalyzer-opt11-strips-p18,55.0,55.0
scanalyzer-opt11-strips-p19,62.0,62.0
scanalyzer-opt11-strips-p20,36.0,36.0
scanalyzer-sat11-strips-p01,24.0,24.0
scanalyzer-sat11-strips-p02,36.0,36.0
scanalyzer-sat11-strips-p03,30.0,30.0
scanalyzer-sat11-strips-p04,38.0,38.0
scanalyzer-sat11-strips-p05,42.0,42.0
scanalyzer-sat11-strips-p06,26.0,26.0
scanalyzer-sat11-strips-p07,48.0,48.0
scanalyzer-sat11-strips-p08,28.0,28.0
scanalyzer-sat11-strips-p09,46.0,46.0
scanalyzer-sat11-strips-p10,48.0,48.0
scanalyzer-sat11-strips-p11,54.0,54.0
scanalyzer-sat11-strips-p12,41.0,41.0
scanalyzer-sat11-strips-p13,34.0,34.0
scanalyzer-sat11-strips-p14,55.0,55.0
scanalyzer-sat11-strips-p15,62.0,62.0
scanalyzer-sat11-strips-p16,62.0,62.0
scanalyzer-sat11-strips-p17,70.0,70.0
scanalyzer-sat11-strips-p18,36.0,36.0
scanalyzer-sat11-strips-p19,40.0,40.0
scanalyzer-sat11-strips-p20,40.22222222222222,46.0
schedule-probschedule-10-0,10.0,10.0
schedule-probschedule-10-1,8.0,8.0
schedule-probschedule-10-2,10.0,10.0
schedule-probschedule-11-0,11.0,11.0
schedule-probschedule-11-1,11.0,11.0
schedule-probschedule-11-2,11.0,11.0
schedule-probschedule-12-0,12.0,12.0
schedule-probschedule-12-1,12.0,12.0
schedule-probschedule-12-2,12.0,12.0
schedule-probschedule-13-0,13.0,13.0
schedule-probschedule-13-1,13.0,13.0
schedule-probschedule-13-2,13.0,13.0
schedule-probschedule-14-0,14.0,14.0
schedule-probschedule-14-1,14.0,14.0
schedule-probschedule-14-2,14.0,14.0
schedule-probschedule-15-0,15.0,15.0
schedule-probschedule-15-1,14.0,14.0
schedule-probschedule-15-2,14.0,14.0
schedule-probschedule-16-0,16.0,16.0
schedule-probschedule-16-1,15.0,15.0
schedule-probschedule-16-2,15.0,15.0
schedule-probschedule-17-0,15.0,15.0
schedule-probschedule-17-1,17.0,17.0
schedule-probschedule-17-2,17.0,17.0
schedule-probschedule-18-0,17.0,17.0
schedule-probschedule-18-1,18.0,18.0
schedule-probschedule-18-2,17.0,17.0
schedule-probschedule-19-0,19.0,19.0
schedule-probschedule-19-1,18.0,18.0
schedule-probschedule-19-2,18.0,18.0
schedule-probschedule-2-0,2.0,2.0
schedule-probschedule-2-1,2.0,2.0
schedule-probschedule-2-2,2.0,2.0
schedule-probschedule-20-0,20.0,20.0
schedule-probschedule-20-1,20.0,20.0
schedule-probschedule-20-2,20.0,20.0
schedule-probschedule-21-0,19.0,19.0
schedule-probschedule-21-1,20.0,20.0
schedule-probschedule-21-2,20.0,20.0
schedule-probschedule-22-0,21.0,21.0
schedule-probschedule-22-1,22.0,22.0
schedule-probschedule-22-2,21.0,21.0
schedule-probschedule-23-0,23.0,23.0
schedule-probschedule-23-1,23.0,23.0
schedule-probschedule-23-2,23.0,23.0
schedule-probschedule-24-0,24.0,24.0
schedule-probschedule-24-1,24.0,24.0
schedule-probschedule-24-2,23.0,23.0
schedule-probschedule-25-0,24.0,24.0
schedule-probschedule-25-1,25.0,25.0
schedule-probschedule-25-2,23.0,23.0
schedule-probschedule-26-0,25.0,25.0
schedule-probschedule-26-1,26.0,26.0
schedule-probschedule-26-2,26.0,26.0
schedule-probschedule-27-0,27.0,27.0
schedule-probschedule-27-1,27.0,27.0
schedule-probschedule-27-2,26.0,26.0
schedule-probschedule-28-0,26.0,26.0
schedule-probschedule-28-1,27.0,27.0
schedule-probschedule-28-2,28.0,28.0
schedule-probschedule-29-0,28.0,28.0
schedule-probschedule-29-1,29.0,29.0
schedule-probschedule-29-2,27.0,27.0
schedule-probschedule-3-0,3.0,3.0
schedule-probschedule-3-1,2.0,2.0
schedule-probschedule-3-2,3.0,3.0
schedule-probschedule-30-0,30.0,30.0
schedule-probschedule-30-1,30.0,30.0
schedule-probschedule-30-2,28.0,28.0
schedule-probschedule-31-0,30.0,30.0
schedule-probschedule-31-1,31.0,31.0
schedule-probschedule-31-2,31.0,31.0
schedule-probschedule-32-0,29.0,29.0
schedule-probschedule-32-1,31.0,31.0
schedule-probschedule-32-2,31.0,31.0
schedule-probschedule-33-0,31.0,31.0
schedule-probschedule-33-1,32.0,32.0
schedule-probschedule-33-2,32.0,32.0
schedule-probschedule-34-0,32.0,32.0
schedule-probschedule-34-1,34.0,34.0
schedule-probschedule-34-2,33.0,33.0
schedule-probschedule-35-0,35.0,35.0
schedule-probschedule-35-1,34.0,34.0
schedule-probschedule-35-2,34.0,34.0
schedule-probschedule-36-0,34.0,34.0
schedule-probschedule-36-1,35.0,35.0
schedule-probschedule-36-2,35.0,35.0
schedule-probschedule-37-0,37.0,37.0
schedule-probschedule-37-1,35.0,35.0
schedule-probschedule-37-2,36.0,36.0
schedule-probschedule-38-0,38.0,38.0
schedule-probschedule-38-1,36.0,36.0
schedule-probschedule-38-2,36.0,36.0
schedule-probschedule-39-0,38.0,38.0
schedule-probschedule-39-1,38.0,38.0
schedule-probschedule-39-2,36.0,36.0
schedule-probschedule-4-0,4.0,4.0
schedule-probschedule-4-1,4.0,4.0
schedule-probschedule-4-2,4.0,4.0
schedule-probschedule-40-0,39.0,39.0
schedule-probschedule-40-1,38.0,38.0
schedule-probschedule-40-2,40.0,40.0
schedule-probschedule-41-0,40.0,40.0
schedule-probschedule-41-1,41.0,41.0
schedule-probschedule-41-2,41.0,41.0
schedule-probschedule-42-0,40.0,40.0
schedule-probschedule-42-1,42.0,42.0
schedule-probschedule-42-2,40.0,40.0
schedule-probschedule-43-0,42.0,42.0
schedule-probschedule-43-1,42.0,42.0
schedule-probschedule-43-2,42.0,42.0
schedule-probschedule-44-0,41.0,41.0
schedule-probschedule-44-1,43.0,43.0
schedule-probschedule-44-2,41.0,41.0
schedule-probschedule-45-0,45.0,45.0
schedule-probschedule-45-1,43.0,43.0
schedule-probschedule-45-2,42.0,42.0
schedule-probschedule-46-0,45.0,45.0
schedule-probschedule-46-1,45.0,45.0
schedule-probschedule-46-2,43.0,43.0
schedule-probschedule-47-0,46.0,46.0
schedule-probschedule-47-1,45.0,45.0
schedule-probschedule-47-2,44.0,44.0
schedule-probschedule-48-0,47.0,47.0
schedule-probschedule-48-1,43.0,43.0
schedule-probschedule-48-2,48.0,48.0
schedule-probschedule-49-0,45.0,45.0
schedule-probschedule-49-1,48.0,48.0
schedule-probschedule-49-2,48.0,48.0
schedule-probschedule-5-0,4.0,4.0
schedule-probschedule-5-1,5.0,5.0
schedule-probschedule-5-2,5.0,5.0
schedule-probschedule-50-0,47.0,47.0
schedule-probschedule-50-1,48.0,48.0
schedule-probschedule-50-2,49.0,49.0
schedule-probschedule-51-0,49.0,49.0
schedule-probschedule-51-1,47.0,47.0
schedule-probschedule-51-2,48.0,48.0
schedule-probschedule-6-0,6.0,6.0
schedule-probschedule-6-1,6.0,6.0
schedule-probschedule-6-2,4.0,4.0
schedule-probschedule-7-0,6.0,6.0
schedule-probschedule-7-1,7.0,7.0
schedule-probschedule-7-2,7.0,7.0
schedule-probschedule-8-0,8.0,8.0
schedule-probschedule-8-1,8.0,8.0
schedule-probschedule-8-2,8.0,8.0
schedule-probschedule-9-0,9.0,9.0
schedule-probschedule-9-1,8.0,8.0
schedule-probschedule-9-2,9.0,9.0
snake-opt18-strips-p01,9.0,9.0
snake-opt18-strips-p02,9.0,9.0
snake-opt18-strips-p03,8.0,8.0
snake-opt18-strips-p04,9.0,9.0
snake-opt18-strips-p05,6.0,6.0
snake-opt18-strips-p06,8.0,8.0
snake-opt18-strips-p07,9.0,9.0
snake-opt18-strips-p08,8.0,8.0
snake-opt18-strips-p09,12.0,12.0
snake-opt18-strips-p10,9.0,9.0
snake-opt18-strips-p11,12.0,12.0
snake-opt18-strips-p12,10.0,10.0
snake-opt18-strips-p13,11.0,11.0
snake-opt18-strips-p14,16.0,16.0
snake-opt18-strips-p15,7.0,7.0
snake-opt18-strips-p16,13.0,13.0
snake-opt18-strips-p17,13.0,13.0
snake-opt18-strips-p18,12.0,12.0
snake-opt18-strips-p19,10.0,10.0
snake-opt18-strips-p20,9.0,9.0
snake-sat18-strips-p01,13.0,13.0
snake-sat18-strips-p02,10.0,10.0
snake-sat18-strips-p03,12.0,12.0
snake-sat18-strips-p04,12.0,12.0
snake-sat18-strips-p05,11.0,11.0
snake-sat18-strips-p06,15.0,17.0
snake-sat18-strips-p07,13.214285714285715,14.0
snake-sat18-strips-p08,11.0,11.0
snake-sat18-strips-p09,12.0,12.0
snake-sat18-strips-p10,13.602192362093353,16.0
snake-sat18-strips-p11,13.0,13.0
snake-sat18-strips-p12,13.0,13.0
snake-sat18-strips-p13,13.0,13.0
snake-sat18-strips-p14,12.000000000000004,12.0
snake-sat18-strips-p15,14.0,16.0
snake-sat18-strips-p16,13.36842105263158,16.0
snake-sat18-strips-p17,12.0,12.0
snake-sat18-strips-p18,14.0,16.0
snake-sat18-strips-p19,13.99999999999998,18.0
snake-sat18-strips-p20,14.666666666666668,20.0
sokoban-opt08-strips-p01,10.0,10.0
sokoban-opt08-strips-p02,9.0,9.0
sokoban-opt08-strips-p03,3.0,3.0
sokoban-opt08-strips-p04,25.0,25.0
sokoban-opt08-strips-p05,8.0,8.0
sokoban-opt08-strips-p06,2.0,2.0
sokoban-opt08-strips-p07,7.0,7.0
sokoban-opt08-strips-p08,13.0,13.0
sokoban-opt08-strips-p09,5.0,5.0
sokoban-opt08-strips-p10,10.0,10.0
sokoban-opt08-strips-p11,16.0,16.0
sokoban-opt08-strips-p12,8.0,8.0
sokoban-opt08-strips-p13,4.0,4.0
sokoban-opt08-strips-p14,11.0,11.0
sokoban-opt08-strips-p15,57.0,57.0
sokoban-opt08-strips-p16,16.0,16.0
sokoban-opt08-strips-p17,6.0,6.0
sokoban-opt08-strips-p18,29.0,29.0
sokoban-opt08-strips-p19,27.0,27.0
sokoban-opt08-strips-p20,2.0,2.0
sokoban-opt08-strips-p21,2.0,2.0
sokoban-opt08-strips-p22,30.0,30.0
sokoban-opt08-strips-p23,15.0,15.0
sokoban-opt08-strips-p24,14.0,14.0
sokoban-opt08-strips-p25,25.0,25.0
sokoban-opt08-strips-p26,23.0,23.0
sokoban-opt08-strips-p27,11.0,11.0
sokoban-opt08-strips-p28,18.0,18.0
sokoban-opt08-strips-p29,15.0,15.0
sokoban-opt08-strips-p30,12.0,12.0
sokoban-opt11-strips-p01,2.0,2.0
sokoban-opt11-strips-p02,6.0,6.0
sokoban-opt11-strips-p03,11.0,11.0
sokoban-opt11-strips-p04,25.0,25.0
sokoban-opt11-strips-p05,16.0,16.0
sokoban-opt11-strips-p06,16.0,16.0
sokoban-opt11-strips-p07,10.0,10.0
sokoban-opt11-strips-p08,5.0,5.0
sokoban-opt11-strips-p09,7.0,7.0
sokoban-opt11-strips-p10,8.0,8.0
sokoban-opt11-strips-p11,4.0,4.0
sokoban-opt11-strips-p12,2.0,2.0
sokoban-opt11-strips-p13,13.0,13.0
sokoban-opt11-strips-p14,8.0,8.0
sokoban-opt11-strips-p15,29.0,29.0
sokoban-opt11-strips-p16,57.0,57.0
sokoban-opt11-strips-p17,27.0,27.0
sokoban-opt11-strips-p18,2.0,2.0
sokoban-opt11-strips-p19,30.0,30.0
sokoban-opt11-strips-p20,15.0,15.0
sokoban-sat08-strips-p01,9.0,9.0
sokoban-sat08-strips-p02,25.0,25.0
sokoban-sat08-strips-p03,2.0,2.0
sokoban-sat08-strips-p04,13.0,13.0
sokoban-sat08-strips-p05,10.0,10.0
sokoban-sat08-strips-p06,8.0,8.0
sokoban-sat08-strips-p07,11.0,11.0
sokoban-sat08-strips-p08,16.0,16.0
sokoban-sat08-strips-p09,29.0,29.0
sokoban-sat08-strips-p10,2.0,2.0
sokoban-sat08-strips-p11,2.0,2.0
sokoban-sat08-strips-p12,30.0,30.0
sokoban-sat08-strips-p13,15.0,15.0
sokoban-sat08-strips-p14,14.0,14.0
sokoban-sat08-strips-p15,25.0,25.0
sokoban-sat08-strips-p16,23.0,23.0
sokoban-sat08-strips-p17,11.0,11.0
sokoban-sat08-strips-p18,18.0,18.0
sokoban-sat08-strips-p19,15.0,15.0
sokoban-sat08-strips-p20,12.0,12.0
sokoban-sat08-strips-p21,29.0,29.0
sokoban-sat08-strips-p22,21.0,21.0
sokoban-sat08-strips-p23,30.0,30.0
sokoban-sat08-strips-p24,22.0,22.0
sokoban-sat08-strips-p25,15.0,15.0
sokoban-sat08-strips-p26,32.0,32.0
sokoban-sat08-strips-p27,8.0,8.0
sokoban-sat08-strips-p28,76.0,76.0
sokoban-sat08-strips-p29,22.0,22.0
sokoban-sat08-strips-p30,53.0,53.0
sokoban-sat11-strips-p01,15.0,15.0
sokoban-sat11-strips-p02,16.0,16.0
sokoban-sat11-strips-p03,11.0,11.0
sokoban-sat11-strips-p04,23.0,23.0
sokoban-sat11-strips-p05,14.0,14.0
sokoban-sat11-strips-p06,30.0,30.0
sokoban-sat11-strips-p07,15.0,15.0
sokoban-sat11-strips-p08,21.0,21.0
sokoban-sat11-strips-p09,2.0,2.0
sokoban-sat11-strips-p10,30.0,30.0
sokoban-sat11-strips-p11,76.0,76.0
sokoban-sat11-strips-p12,18.0,18.0
sokoban-sat11-strips-p13,8.0,8.0
sokoban-sat11-strips-p14,22.0,22.0
sokoban-sat11-strips-p15,53.0,53.0
sokoban-sat11-strips-p16,15.0,15.0
sokoban-sat11-strips-p17,32.0,32.0
sokoban-sat11-strips-p18,22.0,22.0
sokoban-sat11-strips-p19,25.0,25.0
sokoban-sat11-strips-p20,12.0,12.0
spider-opt18-strips-p01,10.0,10.0
spider-opt18-strips-p02,13.0,13.0
spider-opt18-strips-p03,14.0,14.0
spider-opt18-strips-p04,19.0,19.0
spider-opt18-strips-p05,21.0,21.0
spider-opt18-strips-p06,26.0,26.0
spider-opt18-strips-p07,9.0,9.0
spider-opt18-strips-p08,12.0,12.0
spider-opt18-strips-p09,16.0,16.0
spider-opt18-strips-p10,17.0,17.0
spider-opt18-strips-p11,19.0,19.0
spider-opt18-strips-p12,23.0,23.0
spider-opt18-strips-p13,26.0,26.0
spider-opt18-strips-p14,6.0,6.0
spider-opt18-strips-p15,13.0,13.0
spider-opt18-strips-p16,11.0,11.0
spider-opt18-strips-p17,19.0,19.0
spider-opt18-strips-p18,21.0,21.0
spider-opt18-strips-p19,20.0,20.0
spider-opt18-strips-p20,28.0,28.0
spider-sat18-strips-p01,20.0,20.0
spider-sat18-strips-p02,24.0,24.0
spider-sat18-strips-p03,30.0,30.0
spider-sat18-strips-p04,29.0,29.0
spider-sat18-strips-p05,31.0,31.0
spider-sat18-strips-p06,37.0,37.0
spider-sat18-strips-p07,18.0,18.0
spider-sat18-strips-p08,19.0,19.0
spider-sat18-strips-p09,22.0,22.0
spider-sat18-strips-p10,23.0,23.0
spider-sat18-strips-p11,31.0,31.0
spider-sat18-strips-p12,31.0,31.0
spider-sat18-strips-p13,33.0,33.0
spider-sat18-strips-p14,18.0,18.0
spider-sat18-strips-p15,19.0,19.0
spider-sat18-strips-p16,22.0,22.0
spider-sat18-strips-p17,26.0,26.0
spider-sat18-strips-p18,26.0,26.0
spider-sat18-strips-p19,28.0,28.0
spider-sat18-strips-p20,33.0,33.0
storage-p01,3.0,3.0
storage-p02,3.0,3.0
storage-p03,3.0,3.0
storage-p04,6.0,6.0
storage-p05,6.0,6.0
storage-p06,6.0,6.0
storage-p07,10.0,10.0
storage-p08,8.0,8.0
storage-p09,7.0,7.0
storage-p10,12.0,12.0
storage-p11,9.0,9.0
storage-p12,9.0,9.0
storage-p13,12.0,12.0
storage-p14,13.0,13.0
storage-p15,11.0,11.0
storage-p16,13.0,13.0
storage-p17,15.0,15.0
storage-p18,18.0,18.0
storage-p19,19.0,19.0
storage-p20,22.0,22.0
storage-p21,24.0,24.0
storage-p22,25.0,25.0
storage-p23,28.0,28.0
storage-p24,29.0,29.0
storage-p25,33.0,33.0
storage-p26,34.0,34.0
storage-p27,36.0,36.0
storage-p28,38.0,38.0
storage-p29,40.0,40.0
storage-p30,41.0,41.0
termes-opt18-strips-p01,9.0,9.0
termes-opt18-strips-p02,11.0,11.0
termes-opt18-strips-p03,10.0,10.0
termes-opt18-strips-p04,16.0,16.0
termes-opt18-strips-p05,12.0,12.0
termes-opt18-strips-p06,18.0,18.0
termes-opt18-strips-p07,14.0,14.0
termes-opt18-strips-p08,18.0,18.0
termes-opt18-strips-p09,16.0,16.0
termes-opt18-strips-p10,18.0,18.0
termes-opt18-strips-p11,16.0,16.0
termes-opt18-strips-p12,14.0,14.0
termes-opt18-strips-p13,21.0,21.0
termes-opt18-strips-p14,18.0,18.0
termes-opt18-strips-p15,23.0,23.0
termes-opt18-strips-p16,26.0,26.0
termes-opt18-strips-p17,25.0,25.0
termes-opt18-strips-p18,21.0,21.0
termes-opt18-strips-p19,19.0,19.0
termes-opt18-strips-p20,24.0,24.0
termes-sat18-strips-p01,14.0,14.0
termes-sat18-strips-p02,22.0,22.0
termes-sat18-strips-p03,19.0,19.0
termes-sat18-strips-p04,23.0,23.0
termes-sat18-strips-p05,24.0,24.0
termes-sat18-strips-p06,25.0,25.0
termes-sat18-strips-p07,28.0,28.0
termes-sat18-strips-p08,19.0,19.0
termes-sat18-strips-p09,18.0,18.0
termes-sat18-strips-p10,20.0,20.0
termes-sat18-strips-p11,34.0,34.0
termes-sat18-strips-p12,51.0,51.0
termes-sat18-strips-p13,66.0,66.0
termes-sat18-strips-p14,81.0,81.0
termes-sat18-strips-p15,96.0,96.0
termes-sat18-strips-p16,44.0,44.0
termes-sat18-strips-p17,60.0,60.0
termes-sat18-strips-p18,76.0,76.0
termes-sat18-strips-p19,92.0,92.0
termes-sat18-strips-p20,118.0,118.0
tetris-opt14-strips-p01-10,16.0,16.0
tetris-opt14-strips-p01-6,17.0,17.0
tetris-opt14-strips-p01-8,17.0,17.0
tetris-opt14-strips-p02-10,19.0,19.0
tetris-opt14-strips-p02-4,8.0,8.0
tetris-opt14-strips-p02-6,15.0,15.0
tetris-opt14-strips-p02-8,19.0,19.0
tetris-opt14-strips-p03-10,27.0,27.0
tetris-opt14-strips-p03-4,7.0,7.0
tetris-opt14-strips-p03-6,11.0,11.0
tetris-opt14-strips-p03-8,20.0,20.0
tetris-opt14-strips-p04-10,28.0,28.0
tetris-opt14-strips-p04-6,14.0,14.0
tetris-opt14-strips-p04-8,25.0,25.0
tetris-opt14-strips-p05-10,23.0,23.0
tetris-opt14-strips-p05-6,12.0,12.0
tetris-opt14-strips-p05-8,22.0,22.0
tetris-sat14-strips-p020,19.0,19.0
tetris-sat14-strips-p021,35.0,35.0
tetris-sat14-strips-p022,24.0,24.0
tetris-sat14-strips-p023,28.0,28.0
tetris-sat14-strips-p024,28.0,28.0
tetris-sat14-strips-p025,22.0,22.0
tetris-sat14-strips-p026,37.0,37.0
tetris-sat14-strips-p027,33.0,33.0
tetris-sat14-strips-p028,33.0,33.0
tetris-sat14-strips-p029,25.0,25.0
tetris-sat14-strips-p031,41.0,41.0
tetris-sat14-strips-p032,22.0,22.0
tetris-sat14-strips-p033,38.0,38.0
tetris-sat14-strips-p034,39.0,39.0
tetris-sat14-strips-p035,38.0,38.0
tetris-sat14-strips-p036,29.0,29.0
tetris-sat14-strips-p037,34.0,34.0
tetris-sat14-strips-p038,33.0,33.0
tetris-sat14-strips-p039,41.0,41.0
tetris-sat14-strips-p040,39.0,39.0
thoughtful-mco14-strips-p11_6_65-typed,66.11951975115448,70.0
thoughtful-mco14-strips-p11_6_74-typed,73.0,73.0
thoughtful-mco14-strips-p11_6_75-typed,70.0,70.0
thoughtful-mco14-strips-p11_6_78-typed,66.28229866794938,69.0
thoughtful-mco14-strips-p11_6_88-typed,70.04173009479264,76.0
thoughtful-mco14-strips-p11_6_89-typed,76.0,76.0
thoughtful-mco14-strips-p11_6_98-typed,71.0,71.0
thoughtful-mco14-strips-p11_6_99-typed,68.62758919007608,70.0
thoughtful-mco14-strips-p13_7_55-typed,79.00000000000003,79.0
thoughtful-mco14-strips-p13_7_56-typed,80.23949398315142,83.0
thoughtful-mco14-strips-p13_7_58-typed,81.1627646602461,84.0
thoughtful-mco14-strips-p13_7_61-typed,84.94858815292764,89.0
thoughtful-mco14-strips-p13_7_62-typed,84.0,84.0
thoughtful-mco14-strips-p13_7_64-typed,84.88251704405104,88.0
thoughtful-mco14-strips-p13_7_68-typed,82.0,82.0
thoughtful-mco14-strips-p13_7_69-typed,85.95577916161935,90.0
thoughtful-mco14-strips-p13_7_72-typed,83.68260413105963,87.0
thoughtful-mco14-strips-p13_7_74-typed,84.11506932247131,87.0
thoughtful-mco14-strips-p13_7_79-typed,81.0,81.0
thoughtful-mco14-strips-p13_7_86-typed,78.38925432647073,82.0
thoughtful-sat14-strips-bootstrap-typed-01,26.0,26.0
thoughtful-sat14-strips-bootstrap-typed-02,24.0,24.0
thoughtful-sat14-strips-bootstrap-typed-03,25.0,25.0
thoughtful-sat14-strips-bootstrap-typed-04,26.0,26.0
thoughtful-sat14-strips-bootstrap-typed-05,29.0,29.0
thoughtful-sat14-strips-p11_6_53-typed,73.0,73.0
thoughtful-sat14-strips-p11_6_59-typed,68.32518371283271,70.0
thoughtful-sat14-strips-p11_6_62-typed,65.98027158416286,68.0
thoughtful-sat14-strips-p13_7_78-typed,83.87504485050296,87.0
thoughtful-sat14-strips-p13_7_79-typed,81.0,81.0
thoughtful-sat14-strips-p13_7_86-typed,78.38925432647073,82.0
thoughtful-sat14-strips-target-typed-20,80.07541425469444,85.0
thoughtful-sat14-strips-target-typed-21,86.27418269450074,91.0
thoughtful-sat14-strips-target-typed-22,84.71813883717245,88.0
thoughtful-sat14-strips-target-typed-23,85.0,85.0
thoughtful-sat14-strips-target-typed-24,82.0,82.0
thoughtful-sat14-strips-target-typed-25,77.63072485450611,80.0
thoughtful-sat14-strips-target-typed-26,81.90268342389714,86.0
thoughtful-sat14-strips-target-typed-27,78.96671112036529,81.0
thoughtful-sat14-strips-target-typed-28,82.83431343826358,84.0
tidybot-opt11-strips-p01,4.0,4.0
tidybot-opt11-strips-p02,20.0,20.0
tidybot-opt11-strips-p03,13.0,13.0
tidybot-opt11-strips-p04,26.0,26.0
tidybot-opt11-strips-p05,25.0,25.0
tidybot-opt11-strips-p06,28.0,28.0
tidybot-opt11-strips-p07,14.0,14.0
tidybot-opt11-strips-p08,20.0,20.0
tidybot-opt11-strips-p09,18.0,18.0
tidybot-opt11-strips-p10,25.0,25.0
tidybot-opt11-strips-p11,18.0,18.0
tidybot-opt11-strips-p12,25.0,25.0
tidybot-opt11-strips-p13,19.0,19.0
tidybot-opt11-strips-p14,18.0,18.0
tidybot-opt11-strips-p15,21.0,21.0
tidybot-opt11-strips-p16,25.0,25.0
tidybot-opt11-strips-p17,26.0,26.0
tidybot-opt11-strips-p18,20.0,20.0
tidybot-opt11-strips-p19,23.0,23.0
tidybot-opt11-strips-p20,28.0,28.0
tidybot-opt14-strips-p01,26.0,26.0
tidybot-opt14-strips-p02,27.0,27.0
tidybot-opt14-strips-p03,21.0,21.0
tidybot-opt14-strips-p04,20.0,20.0
tidybot-opt14-strips-p05,22.0,22.0
tidybot-opt14-strips-p06,27.0,27.0
tidybot-opt14-strips-p07,25.0,25.0
tidybot-opt14-strips-p08,18.0,18.0
tidybot-opt14-strips-p09,24.0,24.0
tidybot-opt14-strips-p10,27.0,27.0
tidybot-opt14-strips-p11,18.0,18.0
tidybot-opt14-strips-p12,25.0,25.0
tidybot-opt14-strips-p13,19.0,19.0
tidybot-opt14-strips-p14,18.0,18.0
tidybot-opt14-strips-p15,21.0,21.0
tidybot-opt14-strips-p16,25.0,25.0
tidybot-opt14-strips-p17,26.0,26.0
tidybot-opt14-strips-p18,20.0,20.0
tidybot-opt14-strips-p19,23.0,23.0
tidybot-opt14-strips-p20,28.0,28.0
tidybot-sat11-strips-p01,26.0,26.0
tidybot-sat11-strips-p02,27.0,27.0
tidybot-sat11-strips-p03,21.0,21.0
tidybot-sat11-strips-p04,20.0,20.0
tidybot-sat11-strips-p05,22.0,22.0
tidybot-sat11-strips-p06,27.0,27.0
tidybot-sat11-strips-p07,25.0,25.0
tidybot-sat11-strips-p08,18.0,18.0
tidybot-sat11-strips-p09,24.0,24.0
tidybot-sat11-strips-p10,27.0,27.0
tidybot-sat11-strips-p11,28.0,28.0
tidybot-sat11-strips-p12,21.0,21.0
tidybot-sat11-strips-p13,26.0,26.0
tidybot-sat11-strips-p14,26.0,26.0
tidybot-sat11-strips-p15,28.0,28.0
tidybot-sat11-strips-p16,28.0,28.0
tidybot-sat11-strips-p17,25.334771881856934,27.0
tidybot-sat11-strips-p18,23.075634784457527,25.0
tidybot-sat11-strips-p19,50.41089670685251,58.0
tidybot-sat11-strips-p20,40.99999999999999,45.0
tpp-p01,4.0,4.0
tpp-p02,7.0,7.0
tpp-p03,10.0,10.0
tpp-p04,13.0,13.0
tpp-p05,17.0,17.0
tpp-p06,21.0,21.0
tpp-p07,26.0,26.0
tpp-p08,30.0,30.0
tpp-p09,35.0,35.0
tpp-p10,39.0,39.0
tpp-p11,30.0,30.0
tpp-p12,32.0,32.0
tpp-p13,31.0,31.0
tpp-p14,39.0,39.0
tpp-p15,45.0,45.0
tpp-p16,52.0,52.0
tpp-p17,50.0,50.0
tpp-p18,51.0,51.0
tpp-p19,62.0,62.0
tpp-p20,69.0,69.0
tpp-p21,60.0,60.0
tpp-p22,54.0,54.0
tpp-p23,63.0,63.0
tpp-p24,65.0,65.0
tpp-p25,74.0,74.0
tpp-p26,77.0,77.0
tpp-p27,83.0,83.0
tpp-p28,87.0,87.0
tpp-p29,102.0,102.0
tpp-p30,101.0,101.0
transport-opt08-strips-p01,54.0,54.0
transport-opt08-strips-p02,119.0,119.0
transport-opt08-strips-p03,165.0,165.0
transport-opt08-strips-p04,189.0,189.0
transport-opt08-strips-p05,227.0,227.0
transport-opt08-strips-p06,265.0,265.0
transport-opt08-strips-p07,313.0,313.0
transport-opt08-strips-p08,256.0,256.0
transport-opt08-strips-p09,288.0,288.0
transport-opt08-strips-p10,348.0,348.0
transport-opt08-strips-p11,245.0,245.0
transport-opt08-strips-p12,305.0,305.0
transport-opt08-strips-p13,318.0,318.0
transport-opt08-strips-p14,382.0,382.0
transport-opt08-strips-p15,343.0,343.0
transport-opt08-strips-p16,482.0,482.0
transport-opt08-strips-p17,552.0,552.0
transport-opt08-strips-p18,482.0,482.0
transport-opt08-strips-p19,530.0,530.0
transport-opt08-strips-p20,715.0,715.0
transport-opt08-strips-p21,320.0,320.0
transport-opt08-strips-p22,433.0,433.0
transport-opt08-strips-p23,505.0,505.0
transport-opt08-strips-p24,428.0,428.0
transport-opt08-strips-p25,549.0,549.0
transport-opt08-strips-p26,514.0,514.0
